schema_version,plan_freeze_sha256,audit_config_sha256,source_fold_manifest_sha256,source_raw_ftv_semantic_sha256,batch_id,fold,split,batch_index,ordered_members_hmac_sha256,hmac_key_id,n_total,n_ftv_available,n_unavailable,n_ispy2,n_ispy1,pool_n,pool_ftv_available,pool_ftv_proportion,batch_ftv_proportion,applies_to_seed_count,within_batch_replacement,contains_patient_ids,contains_patient_level_rows,private_mapping_hmac_sha256
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f0_va_02,0,validation,2,8b392bb73345c6a43e5493d25bf84d89f9d746c54d69a418407df71e77301fb5,83c6c82b0a93a89c,32,16,16,32,0,121,59,0.48760330578512395,0.5,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f0_va_03,0,validation,3,b11431063238b9a16f2be0e43c1658b35d29188561a2b31125bacf3b9a228a42,83c6c82b0a93a89c,32,16,16,32,0,121,59,0.48760330578512395,0.5,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f0_va_04,0,validation,4,b4fea32b4c603f05b8033accc4e01092b5eba9683edfa6415cfa29b44bc61ae7,83c6c82b0a93a89c,32,16,16,32,0,121,59,0.48760330578512395,0.5,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f0_va_05,0,validation,5,093d694fc154cb40cdca81779d1a7cb1a97f4df255e730edd846593b06772616,83c6c82b0a93a89c,32,16,16,32,0,121,59,0.48760330578512395,0.5,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f0_va_06,0,validation,6,d9747b412fecf5246a9ebe9eb4b674c4481b2c2faf169964c82410a5b0bfecdf,83c6c82b0a93a89c,32,16,16,32,0,121,59,0.48760330578512395,0.5,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f0_va_07,0,validation,7,1f68d0912c756a180f0e9526f0e7ab36b2fa19db8ca6f446fd5864a9198a0d74,83c6c82b0a93a89c,32,16,16,32,0,121,59,0.48760330578512395,0.5,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_tr_00,1,train,0,2820d5f220dd8b79d901d30be568c1d5c0a901130da4e4e995fb602cd4ec6942,83c6c82b0a93a89c,32,11,21,25,7,681,239,0.3509544787077827,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_tr_01,1,train,1,5031551b5c11a6026f7c7e214229f51c9630f36c1de6f14b9421b73f2bf797a3,83c6c82b0a93a89c,32,11,21,25,7,681,239,0.3509544787077827,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_tr_02,1,train,2,6667d2163b109e16e89b76d2a1156e4e320c109428b99808dc4feaa1d036bf9b,83c6c82b0a93a89c,32,11,21,25,7,681,239,0.3509544787077827,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_tr_03,1,train,3,41501eb3fd04575aa5df18974a1bbc4f2bf90cfe3648fb1d327aebd92819e096,83c6c82b0a93a89c,32,11,21,25,7,681,239,0.3509544787077827,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_tr_04,1,train,4,e8cb2b45109653eabc658a466746dc075094ec0f1e2ae0e8d499b1ca1e5fdb72,83c6c82b0a93a89c,32,11,21,25,7,681,239,0.3509544787077827,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_tr_05,1,train,5,2f87a10aa1ff3eb1911c279d0f40fb00e9061ff4ce49dd231b358f9092a5e593,83c6c82b0a93a89c,32,11,21,25,7,681,239,0.3509544787077827,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_tr_06,1,train,6,1b28d9a12e97bc3b0ec435da18ff85cdbba19cc8cf354aeaacb17de8bf979e45,83c6c82b0a93a89c,32,11,21,25,7,681,239,0.3509544787077827,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_tr_07,1,train,7,edac8334b98378c2114f591fa194914da5fe27591bc2adbd9d80689e81826fec,83c6c82b0a93a89c,32,11,21,25,7,681,239,0.3509544787077827,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_va_00,1,validation,0,de6a736628fe716e9a565acbe505495af7acd0e341186a8abe425e7c199f1ebb,83c6c82b0a93a89c,32,18,14,32,0,121,69,0.5702479338842975,0.5625,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_va_01,1,validation,1,82e55fa95870f9810a7daa39dc5534835b56f40b79fff3b2f0aee33bca46d074,83c6c82b0a93a89c,32,18,14,32,0,121,69,0.5702479338842975,0.5625,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_va_02,1,validation,2,e54ecad0be1a090efbe0670a02644688733111c2d4c525ee6cac79fac2643c39,83c6c82b0a93a89c,32,18,14,32,0,121,69,0.5702479338842975,0.5625,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_va_03,1,validation,3,1cd82adff85b3ce19c3120946787c3c5a781c3603fb9b8f9592d425b71282129,83c6c82b0a93a89c,32,18,14,32,0,121,69,0.5702479338842975,0.5625,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_va_04,1,validation,4,c5f28b451bbf6e53db12ab1b95f37763c650d6bae2745d5dd082aa513f934a74,83c6c82b0a93a89c,32,18,14,32,0,121,69,0.5702479338842975,0.5625,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_va_05,1,validation,5,63d3c80c506f46f965a9326bedd0e5203766f0588ca55a1184662ed0dbca44f5,83c6c82b0a93a89c,32,18,14,32,0,121,69,0.5702479338842975,0.5625,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_va_06,1,validation,6,1d1628891fb592bf062fb7952f0da8600e3c447d2d8ed930dec461b98aaa265c,83c6c82b0a93a89c,32,18,14,32,0,121,69,0.5702479338842975,0.5625,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f1_va_07,1,validation,7,a6973fd23cb6e8c57023f32fc36ed38b5b9457f2466d985911b8b8cba1237c9b,83c6c82b0a93a89c,32,18,14,32,0,121,69,0.5702479338842975,0.5625,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_tr_00,2,train,0,14978ff70d3a3549bff635d6158a50eda54edb51eb193b6a9db86ec2ce187d7a,83c6c82b0a93a89c,32,11,21,25,7,681,240,0.3524229074889868,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_tr_01,2,train,1,7552762b934365d0e903348a443cafd7fbf2e9ef4506fd629881ab8a5ea70493,83c6c82b0a93a89c,32,11,21,25,7,681,240,0.3524229074889868,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_tr_02,2,train,2,a35cfb2b066f6d79da15290ceb3c428c63d740c77f0b4ea851e59791c7ec0ceb,83c6c82b0a93a89c,32,11,21,25,7,681,240,0.3524229074889868,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_tr_03,2,train,3,4641593680b03883ea004e48182a3315605129455b5dd9e2b94ff778dbc549ff,83c6c82b0a93a89c,32,11,21,25,7,681,240,0.3524229074889868,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_tr_04,2,train,4,5c2cd96341b00e140890d6d5cabbcbaa7c022ad46e802a3235c89e066fb29906,83c6c82b0a93a89c,32,11,21,25,7,681,240,0.3524229074889868,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_tr_05,2,train,5,faa94ff9e561f6178e68c967f9c7db7bb10a29fe2111b3da88d4fbec1402b87f,83c6c82b0a93a89c,32,11,21,25,7,681,240,0.3524229074889868,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_tr_06,2,train,6,af07d469f2c210707814a655645187dbcaabadfbc92d3dee5f6824b95c05e0ec,83c6c82b0a93a89c,32,11,21,25,7,681,240,0.3524229074889868,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_tr_07,2,train,7,1d2b14d33da42af6f5cc83b57ced28dcd9317254a83700ca1462dc3ebe3bc93b,83c6c82b0a93a89c,32,11,21,25,7,681,240,0.3524229074889868,0.34375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_va_00,2,validation,0,fcf409623029c7d1814943248e939474aecdd2b940cc0e50f77eaab1eb568d71,83c6c82b0a93a89c,32,14,18,32,0,121,52,0.4297520661157025,0.4375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_va_01,2,validation,1,60314f2a7cd822042c0f011ded98cf650640ff3768f638ff012fdb220311f021,83c6c82b0a93a89c,32,14,18,32,0,121,52,0.4297520661157025,0.4375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
1,a8c3dc736b9f31d3b0d9f4efeaf5efa1605388b19a0604087e15dc9987287cf1,695791aa55c330377336642cfbfca83e1329f54ff8b632f0c04683839dbe7447,143e482d711225c0611006d99bd7345d2fa1a5c16c65fbaf8399341a0d26aa38,41b419f6e098dade710ee8963ccd6245ce3ea9bd32687afbef1223cafde9529b,f2_va_02,2,validation,2,d070c62f787959a6f48ac1e602b687dd9963846a7b3f5dc8151ad14b3a50ab08,83c6c82b0a93a89c,32,14,18,32,0,121,52,0.4297520661157025,0.4375,5,False,False,False,b9360315517307fc33348df976ad230d147e86351c61ad6baba6a6d03e5b114a
