schema_version,split,group,metric,primary_contrast,pass_n,fail_n,pass_mean,pass_sd,pass_median,pass_q1,pass_q3,fail_mean,fail_sd,fail_median,fail_q1,fail_q3,mean_difference_fail_minus_pass,mean_ci_low,mean_ci_high,median_difference_fail_minus_pass,median_ci_low,median_ci_high,fail_over_pass_median_ratio,ratio_ci_low,ratio_ci_high,ratio_status,permutation_method,permutation_statistic,permutation_p_raw_two_sided,permutation_extreme_count,permutation_replicates,permutation_identity_included,permutation_status,mann_whitney_u,mann_whitney_p_two_sided,decision_endpoint,decision_family,decision_family_size,p_holm,holm_rank,bootstrap_method,mean_bootstrap_requested,mean_bootstrap_finite,mean_bootstrap_nonfinite,mean_bootstrap_finite_fraction,mean_bootstrap_status,median_bootstrap_requested,median_bootstrap_finite,median_bootstrap_nonfinite,median_bootstrap_finite_fraction,median_bootstrap_status,ratio_bootstrap_requested,ratio_bootstrap_finite,ratio_bootstrap_nonfinite,ratio_bootstrap_finite_fraction,ratio_bootstrap_status,status,resampling_bundle_sha256,contains_patient_ids
1,train,encoder_stage_1,base_descent_margin,median,17,8,1.046502565831247,0.12299204796960823,1.03586159543117,0.9928555182915992,1.1456622556207663,1.0541959971539272,0.45729371740813035,1.0268622374275598,0.862042062460519,1.0790253430385126,0.007693431322680189,-0.35654620097900397,0.5468848116087237,-0.008999358003610292,-0.5803371816038544,0.9958937323933983,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.008999358003610292,0.73,10512,14400,True,ok,57.0,0.54074995048051,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_1,base_descent_failure_fraction,mean,17,8,0.007352941176470588,0.030316953129541625,0.0,0.0,0.0,0.03125,0.08838834764831845,0.0,0.0,0.0,0.02389705882352941,-0.03409090909090909,0.15,0.0,0.0,0.25,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.02389705882352941,0.32,4608,14400,True,ok,73.0,0.5775561302463277,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_2,gradient_cosine,median,17,8,0.1786060423958669,0.3753597242862869,0.181812951650109,0.0238966573910677,0.3979497012795564,0.10759407342573969,0.4756053552698711,0.1085936896924858,-0.2777674318409479,0.49238306361209566,-0.0710119689701272,-0.4811498862955125,0.3203307178351195,-0.0732192619576232,-0.6420515452403615,0.5785619104303077,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.0732192619576232,0.745,10728,14400,True,ok,64.0,0.8384370334626459,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_2,negative_fraction,mean,17,8,0.40441176470588236,0.20976834211324924,0.375,0.25,0.5,0.390625,0.28689766094749336,0.25,0.25,0.625,-0.01378676470588236,-0.27403846153846156,0.23638523391812866,-0.125,-0.375,0.375,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.01378676470588236,0.8983333333333333,12936,14400,True,ok,61.5,0.7209659149078922,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_2,strong_negative_fraction,mean,17,8,0.35294117647058826,0.19382707195727178,0.375,0.25,0.375,0.359375,0.30935921676911454,0.25,0.125,0.625,0.006433823529411742,-0.24166666666666667,0.259800975678733,-0.125,-0.375,0.375,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.006433823529411742,1.0,14400,14400,True,ok,60.5,0.6767781470191847,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_2,weighted_gradient_norm_ratio,median,17,8,0.4176285016101655,0.3095305521342554,0.2950563295613676,0.2201707566653916,0.4874495515030203,0.5655579542202765,0.41453773213517886,0.5862467158694058,0.14250348507331,0.837164362450773,0.14792945261011103,-0.3819132379839112,0.6790648552621781,0.2911903863080382,-0.6823564023940828,0.9110513807669122,1.9868976094867155,0.17811179940869518,4.973150411106718,ok,exact_crossed_seed_order_x_fold_order,0.2911903863080382,0.12944444444444445,1864,14400,True,ok,75.0,0.7049413830543312,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_2,base_descent_margin,median,17,8,1.0374299963179865,0.13909929772514143,1.0154088696398176,0.9996770593601596,1.1126327962868152,1.1245273492630226,0.3917645294426137,1.0278838854207903,0.9113533038742405,1.1072266013248218,0.08709735294503607,-0.16085906947354153,0.5786065028083099,0.012475015780972765,-0.2224532576104563,1.0156536931536235,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.012475015780972765,0.8333333333333334,12000,14400,True,ok,63.0,0.7932071276778211,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_2,base_descent_failure_fraction,mean,17,8,0.014705882352941176,0.041513197759691964,0.0,0.0,0.0,0.015625,0.04419417382415922,0.0,0.0,0.0,0.0009191176470588237,-0.05,0.07142857142857142,0.0,0.0,0.125,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.0009191176470588237,1.0,14400,14400,True,ok,68.5,1.0,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_3,gradient_cosine,median,17,8,0.09884412874175491,0.24228908900775656,0.0760480012573612,-0.0234402569477573,0.3136463563626124,0.07932595578547166,0.30847598513274566,0.10544629052151394,-0.162622169058627,0.31286750497611215,-0.019518172956283247,-0.3207789409015014,0.25055360181257313,0.029398289264152735,-0.452231186600357,0.4056589408606307,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.029398289264152735,0.805,11592,14400,True,ok,66.0,0.9303672731143676,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_3,negative_fraction,mean,17,8,0.41911764705882354,0.22509189299954285,0.375,0.25,0.5,0.390625,0.302057675429237,0.3125,0.21875,0.5625,-0.02849264705882354,-0.30546934682964055,0.265625,-0.0625,-0.375,0.375,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.02849264705882354,0.8133333333333334,11712,14400,True,ok,60.5,0.6793216101758249,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_3,strong_negative_fraction,mean,17,8,0.3235294117647059,0.19293590828532242,0.25,0.25,0.375,0.375,0.31339158526400435,0.3125,0.125,0.5625,0.0514705882352941,-0.23161764705882354,0.33881578947368424,0.0625,-0.25,0.5,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.0514705882352941,0.6327777777777778,9112,14400,True,ok,70.0,0.9284184493508283,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_3,weighted_gradient_norm_ratio,median,17,8,0.45919614390184427,0.24417654327047647,0.4223684743314359,0.2658624276401213,0.5731536750151831,0.49574539614410584,0.3515626288456614,0.4500788847207531,0.19830925230501711,0.6144672147907304,0.036549252242261576,-0.3351339774703373,0.5271825873747292,0.027710410389317208,-0.5280887050371137,0.7811352434910448,1.065607193891968,0.27496122110204435,3.4125780033651485,ok,exact_crossed_seed_order_x_fold_order,0.027710410389317208,0.8377777777777777,12064,14400,True,ok,65.0,0.884207221812355,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_3,base_descent_margin,median,17,8,1.0362097372648313,0.11247355417747266,1.0125277316796573,0.984514888771977,1.0606403809752372,1.0814410071838503,0.22666285188861196,1.037184678277175,0.968949054172884,1.0772742020796626,0.045231269919018935,-0.13755860776079498,0.339690542910839,0.024656946597517715,-0.14276702263303465,0.59300488555928,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.024656946597517715,0.39444444444444443,5680,14400,True,ok,71.0,0.884207221812355,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_3,base_descent_failure_fraction,mean,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.0,1.0,14400,14400,True,ok,68.0,1.0,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_4,gradient_cosine,median,17,8,0.04785895636657793,0.11559420131388236,0.0471095730366514,-0.0135667908994452,0.1123636862002572,0.04097528921347842,0.13911251395982982,-0.010287349049267,-0.06336523923043888,0.14710320195669274,-0.006883667153099508,-0.17350749866970325,0.15376826562744994,-0.0573969220859184,-0.20544508134234535,0.2303573400827242,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.0573969220859184,0.37166666666666665,5352,14400,True,ok,59.0,0.6204808530430301,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_4,negative_fraction,mean,17,8,0.3897058823529412,0.24559538999792993,0.375,0.25,0.625,0.5,0.33407655239053047,0.625,0.21875,0.75,0.11029411764705882,-0.24769631410256301,0.4772727272727273,0.25,-0.4375,0.5625,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.11029411764705882,0.35555555555555557,5120,14400,True,ok,84.5,0.3474638519920499,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_4,strong_negative_fraction,mean,17,8,0.19117647058823528,0.20308964624461956,0.125,0.0,0.25,0.21875,0.20863074009907004,0.125,0.09375,0.40625,0.02757352941176472,-0.22087545955882318,0.2981939935064935,0.0,-0.25,0.4375,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.02757352941176472,0.8172222222222222,11768,14400,True,ok,73.0,0.7869063844616209,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_4,weighted_gradient_norm_ratio,median,17,8,0.5532587712906238,0.3011011081819164,0.4468158695218601,0.3382192862469747,0.6299508827048554,0.48229488354989236,0.30834275694784274,0.38062923211931976,0.3483312329924804,0.4335337192108286,-0.07096388774073148,-0.3701100031270987,0.39339806045763254,-0.06618663740254033,-0.49264862663689024,0.8323378941064579,0.8518704416802229,0.4190060809499587,3.0589502279624536,ok,exact_crossed_seed_order_x_fold_order,-0.06618663740254033,0.40555555555555556,5840,14400,True,ok,56.0,0.5028995538059735,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_4,base_descent_margin,median,17,8,1.0469878332415419,0.11017535049891976,1.014495184549412,0.9972622695161304,1.0502973996103575,1.0259246944164628,0.08066474563321901,0.9977445990628033,0.9732952683755951,1.0529964440144846,-0.021063138825079042,-0.15322145473414195,0.09594809425284745,-0.01675058548660857,-0.11442203552012398,0.18049439207938045,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.01675058548660857,0.415,5976,14400,True,ok,53.0,0.3982783563247805,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,encoder_stage_4,base_descent_failure_fraction,mean,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.0,1.0,14400,14400,True,ok,68.0,1.0,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,response_projection,gradient_cosine,median,17,8,0.009728409355276088,0.035747119406783406,0.0172013167520458,-0.0189604725038337,0.0301667980467471,0.04500932453941639,0.06507469727666829,0.0537384431121206,0.0006368996965106493,0.08637509217372186,0.0352809151841403,-0.0487962505400266,0.10153968333272032,0.036537126360074806,-0.0813746480630293,0.1172295668953918,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.036537126360074806,0.08388888888888889,1208,14400,True,ok,94.0,0.13740959524053575,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,response_projection,negative_fraction,mean,17,8,0.4117647058823529,0.29897189027811727,0.375,0.25,0.625,0.3125,0.22160131510697959,0.25,0.125,0.40625,-0.09926470588235292,-0.4,0.2852069805194805,-0.125,-0.5,0.5,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.09926470588235292,0.435,6264,14400,True,ok,54.0,0.4243886720037773,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,response_projection,strong_negative_fraction,mean,17,8,0.029411764705882353,0.07028696431729838,0.0,0.0,0.0,0.0625,0.0668153104781061,0.0625,0.0,0.125,0.03308823529411765,-0.05158730158730159,0.10294117647058823,0.0625,0.0,0.125,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.03308823529411765,0.41888888888888887,6032,14400,True,ok,88.0,0.14708520916087545,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,response_projection,weighted_gradient_norm_ratio,median,17,8,0.5744787796729119,0.3173118986254048,0.4269075821168264,0.356265580187863,0.7148012528858874,0.5234678415510889,0.37817033391803545,0.3858814214677476,0.3627954556498516,0.44344235143901706,-0.051010938121823,-0.41365878072596873,0.5141487895524619,-0.04102616064907877,-0.6808385107644492,1.0276324231753609,0.9038991988719196,0.3496467798851761,3.4071543027646247,ok,exact_crossed_seed_order_x_fold_order,-0.04102616064907877,0.575,8280,14400,True,ok,59.0,0.6204808530430301,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,response_projection,base_descent_margin,median,17,8,1.0116461677564015,0.031653207359759905,1.0064879269534843,0.9958149034019111,1.0157092913517751,1.0292556745168429,0.05250721884282991,1.0162083717105472,1.0026714501186456,1.027305120916552,0.017609506760441374,-0.02555671591047073,0.0854377415789154,0.009720444757062907,-0.02611841578400753,0.1453427225415711,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.009720444757062907,0.19833333333333333,2856,14400,True,ok,85.0,0.3364464127559177,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,response_projection,base_descent_failure_fraction,mean,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.0,1.0,14400,14400,True,ok,68.0,1.0,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,all_shared,gradient_cosine,median,17,8,0.1203691904889278,0.2576584176653014,0.0876089334308866,-0.0045142063912972,0.3242558499070017,0.059467361154737136,0.27734258309769455,0.04939141346956355,-0.12891030332177736,0.2418964136860008,-0.060901829334190666,-0.3143625402891251,0.19479456192618408,-0.038217519961323054,-0.4311437517963085,0.3492128880275685,,,,not_applicable,exact_crossed_seed_order_x_fold_order,-0.038217519961323054,0.7111111111111111,10240,14400,True,ok,57.0,0.54074995048051,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
1,train,all_shared,negative_fraction,mean,17,8,0.39705882352941174,0.20839459883482925,0.375,0.25,0.5,0.40625,0.31160586368955623,0.3125,0.21875,0.65625,0.009191176470588258,-0.25946472338935544,0.2709347943722944,-0.0625,-0.375,0.4375,,,,not_applicable,exact_crossed_seed_order_x_fold_order,0.009191176470588258,1.0,14400,14400,True,ok,64.0,0.8347280522442483,,,0,,,crossed_seed_fold_cartesian_metric_gate_pairs,20000,19466,534,0.9733,ok,20000,19466,534,0.9733,ok,0,0,0,,not_applicable,ok,2716972a1e8e7867a6585d238f5e98b1c91d60e0daa0bf5938baee5069940aff,False
